category,department,expense_category,exp_type_category,expense_name,amount,fund_key
General Government,Assessing,Salary & Benefits,Salary & Benefits,SALARIES & WAGES-ASSESSORS OFC,427643,general
General Government,Assessing,Salary & Benefits,Salary & Benefits,WRS,31087,general
General Government,Assessing,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL,27850,general
General Government,Assessing,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",20400,general
General Government,Assessing,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,3600,general
General Government,Assessing,"Training,Travel, Tuition","Training,Travel, Tuition",TUITION REIMBURSEMENT,650,general
General Government,Assessing,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,350,general
General Government,Assessing,Uniforms & Protective Gear,Uniforms & Protective Gear,UNIFORMS & PROTECTIVE GEAR,240,general
General Government,Assessing,Vehicle Expense,"Vehicle Expense, Gas, Fuel",LEVY-ASSESSING FLEET VEHICLES,3501,capital
General Government,Assessing,Vehicle Expense,"Vehicle Expense, Gas, Fuel","VEHICLE EXPENSE (G&O, REPAIRS)",1000,general
General Government,City Clerk,Election Costs,Election Costs,ELECTION COSTS,46075,general
General Government,City Clerk,General Office,General Office,LEASE/RENTAL COSTS,4015,general
General Government,City Clerk,General Office,General Office,OFFICE SUPPLIES & POSTAGE,4800,general
General Government,City Clerk,General Office,General Office,"PUBLICATIONS, DUES",640,general
General Government,City Clerk,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,1220,general
General Government,City Clerk,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,29895,general
General Government,City Clerk,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,3794,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,DENTAL INS,4748,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,DISABILITY INS,1486,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,FICA,22825,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,HEALTH INS,90705,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,LIFE INS,1244,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,LONGEVITY BENEFIT,765,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,OVERTIME WAGES,6945,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,111502,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - CLERKS OFFC,288069,general
General Government,City Clerk,Salary & Benefits,Salary & Benefits,WRS,21296,general
General Government,City Clerk,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL,1080,general
General Government,City Clerk,Software and Contracted Services,Software and Contracted Services,PROFESSIONAL SERVICES,2500,general
General Government,City Clerk,Software and Contracted Services,Software and Contracted Services,PUBLIC NOTICES & ADVERTISEMENT,19500,general
General Government,City Clerk,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",29370,general
General Government,City Clerk,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,6400,general
General Government,City Clerk,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,1095,general
General Government,FACTv,Equipment Materials & Supplies,Equipment Materials & Supplies,LEVY-CITY-WIDE AV EQUIP,22650,capital
General Government,FACTv,Equipment Materials & Supplies,Equipment Materials & Supplies,LEVY-VIDEO SWITCHERS,5950,capital
General Government,FACTv,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,9350,general
General Government,FACTv,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIRS & MAINT SUPPLIES,3000,general
General Government,FACTv,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,875,general
General Government,FACTv,General Office,General Office,OFFICE SUPPLIES & POSTAGE,500,general
General Government,FACTv,General Office,General Office,PUBLIC INFORMATION & EDUCATION,1000,general
General Government,FACTv,General Office,General Office,"PUBLICATIONS, DUES",1695,general
General Government,FACTv,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,12565,general
General Government,FACTv,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,32970,general
General Government,FACTv,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,10270,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,DENTAL INS,3336,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,DISABILITY INS,1193,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,FACTv Holiday Premium,126,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,FICA,21724,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,HEALTH INS,64081,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,LIFE INS,744,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,LONGEVITY,675,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,8986,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - CABLE,274181,general
General Government,FACTv,Salary & Benefits,Salary & Benefits,WRS,19799,general
General Government,FACTv,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL SERVICES,1000,general
General Government,FACTv,Software and Contracted Services,Software and Contracted Services,REPAIRS & MAINT - BY OTHERS,3000,general
General Government,FACTv,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",16230,general
General Government,FACTv,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,3500,general
General Government,FACTv,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,115,general
General Government,FACTv,Vehicle Expense,"Vehicle Expense, Gas, Fuel",LEVY-FACTv FLEET VEHICLES,2251,capital
General Government,FACTv,Vehicle Expense,"Vehicle Expense, Gas, Fuel",VEHICLE EXPENSE,2500,general
General Government,Finance,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT OPERATING EXPENSE,50,general
General Government,Finance,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,2405,general
General Government,Finance,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,175,general
General Government,Finance,General Office,General Office,OFFICE SUPPLIES & POSTAGE,7100,general
General Government,Finance,General Office,General Office,"PUBLICATIONS, DUES",1335,general
General Government,Finance,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,1175,general
General Government,Finance,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,24480,general
General Government,Finance,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,4950,general
General Government,Finance,Salary & Benefits,Salary & Benefits,DENTAL INS,5076,general
General Government,Finance,Salary & Benefits,Salary & Benefits,DISABILITY INS,1491,general
General Government,Finance,Salary & Benefits,Salary & Benefits,FICA,28569,general
General Government,Finance,Salary & Benefits,Salary & Benefits,Finance Holiday Premium,311,general
General Government,Finance,Salary & Benefits,Salary & Benefits,HEALTH INS,102502,general
General Government,Finance,Salary & Benefits,Salary & Benefits,LIFE INS,887,general
General Government,Finance,Salary & Benefits,Salary & Benefits,LONGEVITY BENEFIT,1091,general
General Government,Finance,Salary & Benefits,Salary & Benefits,OVERTIME WAGES,744,general
General Government,Finance,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,4415,general
General Government,Finance,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - FINANCE,366883,general
General Government,Finance,Salary & Benefits,Salary & Benefits,WRS,26570,general
General Government,Finance,Software and Contracted Services,Software and Contracted Services,AUDIT & FINANCIAL CONSULTING,54090,general
General Government,Finance,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL,1350,general
General Government,Finance,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",283565,general
General Government,Finance,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,8400,general
General Government,Finance,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,665,general
General Government,HR,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT OPERATING EXPENSE,2000,general
General Government,HR,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPP,1300,general
General Government,HR,General Office,General Office,OFFICE SUPPLIES & POSTAGE,500,general
General Government,HR,General Office,General Office,"PUBLICATIONS, DUES",1810,general
General Government,HR,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,1220,general
General Government,HR,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,24795,general
General Government,HR,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,2745,general
General Government,HR,Salary & Benefits,Salary & Benefits,DENTAL INS,4236,general
General Government,HR,Salary & Benefits,Salary & Benefits,DISABILITY INS,1137,general
General Government,HR,Salary & Benefits,Salary & Benefits,FICA,20061,general
General Government,HR,Salary & Benefits,Salary & Benefits,HEALTH INS,79872,general
General Government,HR,Salary & Benefits,Salary & Benefits,LIFE INS,698,general
General Government,HR,Salary & Benefits,Salary & Benefits,LONGEVITY,585,general
General Government,HR,Salary & Benefits,Salary & Benefits,PER DIEMS - CEAC,1600,general
General Government,HR,Salary & Benefits,Salary & Benefits,SALARIES & WAGES-HR,261647,general
General Government,HR,Salary & Benefits,Salary & Benefits,WRS,18881,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL SERVICES,8000,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,PROFESSIONAL SERVICES,1625,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,RECRUITMENT & TEST - FD,8440,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,RECRUITMENT & TEST - GEN,4340,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,RECRUITMENT & TEST - HIGHWAY,1815,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,RECRUITMENT & TEST - PD,13800,general
General Government,HR,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",29060,general
General Government,HR,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,4230,general
General Government,HR,"Training,Travel, Tuition","Training,Travel, Tuition",TUITION REIMBURSEMENT,1505,general
General Government,HR,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,245,general
General Government,Interdepartmental,Contingency,Other Expenses,CONTINGENCY - DESIGNATED,9000,general
General Government,Interdepartmental,Contingency,Other Expenses,CONTINGENCY - UNDESIGNATED,25000,general
General Government,Interdepartmental,Debt Collection,Other Expenses,BAD DEBT EXPENSE,3000,general
General Government,Interdepartmental,Debt Collection,Other Expenses,DEBT COLLECTION EXPENSE,2000,general
General Government,Interdepartmental,General Office,General Office,EMPLOYEE RECOG & MEMORIALS,5050,general
General Government,Interdepartmental,General Office,General Office,LEVY-GPS SYSTEM,2400,capital
General Government,Interdepartmental,General Office,General Office,OFFICE SUPPLIES - INTERDEPT,12000,general
General Government,Interdepartmental,General Office,General Office,SAFETY & HEALTH PROGRAMS,100,general
General Government,Interdepartmental,General Office,General Office,SPECIAL ASSESSMENTS-CITY,30,general
General Government,Interdepartmental,Salary & Benefits,Salary & Benefits,EMPLOYEE RETIREMENT RESERVE,160000,general
General Government,Interdepartmental,Salary & Benefits,Salary & Benefits,FICA,12240,general
General Government,Legal,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,600,general
General Government,Legal,General Office,General Office,PUBLICATIONS & DUES,5375,general
General Government,Legal,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,305,general
General Government,Legal,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,6200,general
General Government,Legal,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,1520,general
General Government,Legal,Outside Legal Counsel,Software and Contracted Services,OUTSIDE LEGAL COUNSEL,50000,general
General Government,Legal,Salary & Benefits,Salary & Benefits,DENTAL INS,1412,general
General Government,Legal,Salary & Benefits,Salary & Benefits,DISABILITY INS,400,general
General Government,Legal,Salary & Benefits,Salary & Benefits,FICA,12177,general
General Government,Legal,Salary & Benefits,Salary & Benefits,HEALTH INS,26624,general
General Government,Legal,Salary & Benefits,Salary & Benefits,LIFE INS,153,general
General Government,Legal,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - LEGAL DEPT,159172,general
General Government,Legal,Salary & Benefits,Salary & Benefits,WRS,11460,general
General Government,Legal,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,5200,general
General Government,Legal,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,560,general
General Government,Mayor & Council,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,1650,general
General Government,Mayor & Council,General Office,General Office,OFFICE SUPPLIES & POSTAGE,500,general
General Government,Mayor & Council,General Office,General Office,PUBLIC INFORMATION & EDUCATION,1500,general
General Government,Mayor & Council,General Office,General Office,PUBLICATIONS & DUES,20550,general
General Government,Mayor & Council,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,305,general
General Government,Mayor & Council,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,9720,general
General Government,Mayor & Council,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,545,general
General Government,Mayor & Council,Salary & Benefits,Salary & Benefits,FICA,3863,general
General Government,Mayor & Council,Salary & Benefits,Salary & Benefits,PER DIEMS - YOUTH COMM,1680,general
General Government,Mayor & Council,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - MAYOR & CC,50500,general
General Government,Mayor & Council,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,5450,general
General Government,Mayor & Council,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,110,general
General Government,Municipal Court,Election Costs,Election Costs,OTHER - DOT SUSPENSION FEES,2000,general
General Government,Municipal Court,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,2600,general
General Government,Municipal Court,General Office,General Office,OFFICE SUPPLIES & POSTAGE,3730,general
General Government,Municipal Court,General Office,General Office,PUBLICATIONS & DUES,260,general
General Government,Municipal Court,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,915,general
General Government,Municipal Court,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,18155,general
General Government,Municipal Court,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,1315,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,DENTAL INS,2118,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,DISABILITY INS,400,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,FICA,11243,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,HEALTH INS,26624,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,LIFE INS,236,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,LONGEVITY BENEFIT,900,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,6139,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - MUN COURT,139932,general
General Government,Municipal Court,Salary & Benefits,Salary & Benefits,WRS,6447,general
General Government,Municipal Court,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL SERVICES,3000,general
General Government,Municipal Court,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",205,general
General Government,Municipal Court,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,2285,general
General Government,Municipal Court,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,300,general
General Government,Sustainability,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPP,900,general
General Government,Sustainability,General Office,General Office,PUBLIC INFORMATION & EDUCATION,100,general
General Government,Sustainability,General Office,General Office,"PUBLICATIONS, DUES",475,general
General Government,Sustainability,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,150,general
General Government,Sustainability,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,3255,general
General Government,Sustainability,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,1438,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,DENTAL INS,709,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,DISABILITY INS,201,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,FICA,3125,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,LIFE INS,39,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,PER DIEMS - COMMISSIONS & BDS,1200,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,SALARIES & WAGES-SUSTAINABILIT,40855,general
General Government,Sustainability,Salary & Benefits,Salary & Benefits,WRS,2942,general
General Government,Sustainability,Software and Contracted Services,Software and Contracted Services,PROFESSIONAL SERVICES,3000,general
General Government,Sustainability,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",250,general
General Government,Sustainability,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,1000,general
General Government,Sustainability,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,280,general
Library,Library,Building Expenses,Building Expenses,LEVY-LIBRARY BUILDING SYS REPL,7214,capital
Library,Library,Election Costs,Election Costs,OTHER OPERATING EXP,500,library
Library,Library,Equipment Materials & Supplies,Equipment Materials & Supplies,BLDG CUSTODIAL SUPPLIES,4000,library
Library,Library,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT OPERATING EXPENSE,34000,library
Library,Library,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,24000,library
Library,Library,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIR & MAINTENANCE SUPPLIES,2000,library
Library,Library,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,200,library
Library,Library,General Office,General Office,LEASE/RENTAL COSTS,13500,library
Library,Library,General Office,General Office,OFFICE SUPPLIES & POSTAGE,750,library
Library,Library,General Office,General Office,PUBLIC INFORMATION & EDUCATION,1000,library
Library,Library,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,10110,library
Library,Library,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,100740,library
Library,Library,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,32840,library
Library,Library,Program Expenses,Program Expenses,LIBRARY COLLECTION,186500,library
Library,Library,Salary & Benefits,Salary & Benefits,DENTAL INS,11224,library
Library,Library,Salary & Benefits,Salary & Benefits,DISABILITY INS,4880,library
Library,Library,Salary & Benefits,Salary & Benefits,FICA,101077,library
Library,Library,Salary & Benefits,Salary & Benefits,HEALTH INS,216009,library
Library,Library,Salary & Benefits,Salary & Benefits,LIBRARY - LONGEVITY,2565,library
Library,Library,Salary & Benefits,Salary & Benefits,LIFE INS,2343,library
Library,Library,Salary & Benefits,Salary & Benefits,OVERTIME,1268,library
Library,Library,Salary & Benefits,Salary & Benefits,PER DIEMS - LIBRARY BOARD,750,library
Library,Library,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,81063,library
Library,Library,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - LIBRARY SVC,1236378,library
Library,Library,Salary & Benefits,Salary & Benefits,WRS,69201,library
Library,Library,Software and Contracted Services,Software and Contracted Services,CONTRCT SVC- PERFRMR & PRSNTRS,3000,library
Library,Library,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL SERVICES,126615,library
Library,Library,Software and Contracted Services,Software and Contracted Services,REPAIRS & MAINT BY OTHERS,5000,library
Library,Library,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",5000,library
Library,Library,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,4000,library
Library,Library,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,210,library
Library,Library,Utilities,Utilities,UTILITIES & TELEPHONE,73800,library
Library,Library,Vehicle Expense,"Vehicle Expense, Gas, Fuel","VEHICLE EXPENSE (G&O, REPAIRS)",1000,library
Parks & Recreation,Forestry,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT EXPENSE,1150,general
Parks & Recreation,Forestry,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,4700,general
Parks & Recreation,Forestry,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,500,general
Parks & Recreation,Forestry,General Office,General Office,OFFICE SUPPLIES & POSTAGE,200,general
Parks & Recreation,Forestry,General Office,General Office,"PUBLICATIONS, DUES",500,general
Parks & Recreation,Forestry,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,610,general
Parks & Recreation,Forestry,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,13570,general
