category,department,expense_category,exp_type_category,expense_name,amount,fund_key
Parks & Recreation,Forestry,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,2880,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,DENTAL INS,1412,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,DISABILITY INS,400,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,FICA,7828,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,HEALTH INS,26624,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,LIFE INS,249,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,LTE/SEASONAL WAGES,7985,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,PER DIEMS - TREE ADVISORY COMM,1200,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - FORESTRY,94338,general
Parks & Recreation,Forestry,Salary & Benefits,Salary & Benefits,WRS,6792,general
Parks & Recreation,Forestry,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL,44000,general
Parks & Recreation,Forestry,Software and Contracted Services,Software and Contracted Services,PUBLIC NOTICES/ADS,400,general
Parks & Recreation,Forestry,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,1500,general
Parks & Recreation,Forestry,Vehicle Expense,"Vehicle Expense, Gas, Fuel","VEHICLE EXPENSE (G&O, REPAIRS)",500,general
Parks & Recreation,Parks Department,Equipment Materials & Supplies,Equipment Materials & Supplies,BUILDING REPAIRS & MAINTENANCE,22150,general
Parks & Recreation,Parks Department,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT EXPENSE,12550,general
Parks & Recreation,Parks Department,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,17300,general
Parks & Recreation,Parks Department,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIR & MAINT SUPPLIES,41750,general
Parks & Recreation,Parks Department,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-EXISTING LARGE PARK SHELT,53000,capital
Parks & Recreation,Parks Department,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-NEIGHBORHOOD HUB,24034,capital
Parks & Recreation,Parks Department,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-PARK SYSTEM IMPROVEMENTS,63000,capital
Parks & Recreation,Parks Department,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-PARKS EQUIPMENT,269249,capital
Parks & Recreation,Parks Department,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-TENNIS/PICKLEBALL COURTS,44066,capital
Parks & Recreation,Parks Department,Equipment Replacement Reserve,Other Expenses,EQUIPMENT REPLACEMENT RESERVE,5695,general
Parks & Recreation,Parks Department,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,34000,general
Parks & Recreation,Parks Department,General Office,General Office,LEASE/RENTAL COSTS,2500,general
Parks & Recreation,Parks Department,General Office,General Office,OFFICE SUPPLIES & POSTAGE,550,general
Parks & Recreation,Parks Department,General Office,General Office,"PUBLICATIONS, DUES",250,general
Parks & Recreation,Parks Department,Golf Course Maintenance,Golf Course Maintenance,GOLF COURSE MAINTENANCE,56000,general
Parks & Recreation,Parks Department,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,3585,general
Parks & Recreation,Parks Department,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,55030,general
Parks & Recreation,Parks Department,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,37534,general
Parks & Recreation,Parks Department,Road/Path Maintenance,Road/Path Maintenance,LEVY-PARKING LOT RESURFACING,75456,capital
Parks & Recreation,Parks Department,Road/Path Maintenance,Road/Path Maintenance,LEVY-PATH RESURFACE & IMPR,46313,capital
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,DENTAL INS,8499,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,DISABILITY INS,2773,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,FICA,51502,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,HEALTH INS,160255,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,LIFE INS,2317,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,LONGEVITY,3682,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,LTE/SEASONAL WAGES,61163,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,OVERTIME,25602,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,PARKS ON CALL PAY,10661,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,PER DIEMS - PARKS COMMISSION,2220,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,Parks Holiday Premium,6072,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - PARKS DEPT,566054,general
Parks & Recreation,Parks Department,Salary & Benefits,Salary & Benefits,WRS,43567,general
Parks & Recreation,Parks Department,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL,139000,general
Parks & Recreation,Parks Department,Software and Contracted Services,Software and Contracted Services,PUBLIC NOTICES/ADS,750,general
Parks & Recreation,Parks Department,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,7875,general
Parks & Recreation,Parks Department,Uniforms & Protective Gear,Uniforms & Protective Gear,UNIFORMS & PROTECTIVE GEAR,9300,general
Parks & Recreation,Parks Department,Utilities,Utilities,UTIL (SHELTERS) & TELEPHONE,62000,general
Parks & Recreation,Parks Department,Vehicle Expense,"Vehicle Expense, Gas, Fuel","VEHICLE EXPENSE (G&O, REPAIRS)",7000,general
Parks & Recreation,Recreation & Leisure,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,525,general
Parks & Recreation,Recreation & Leisure,General Office,General Office,OFFICE SUPPLIES & POSTAGE,275,general
Parks & Recreation,Recreation & Leisure,General Office,General Office,PUBLIC INFORMATION & EDUCATION,5200,general
Parks & Recreation,Recreation & Leisure,General Office,General Office,"PUBLICATIONS, DUES",800,general
Parks & Recreation,Recreation & Leisure,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,1790,general
Parks & Recreation,Recreation & Leisure,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,21315,general
Parks & Recreation,Recreation & Leisure,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,8370,general
Parks & Recreation,Recreation & Leisure,Program Expenses,Program Expenses,RECREATION PROGRAMS EXPENSE,30000,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,DENTAL INS,1923,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,DISABILITY INS,753,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,FICA,16910,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,HEALTH INS,37457,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,LIFE INS,296,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,LONGEVITY,765,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,OVERTIME,2466,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,65809,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - RECREATION,152002,general
Parks & Recreation,Recreation & Leisure,Salary & Benefits,Salary & Benefits,WRS,11177,general
Parks & Recreation,Recreation & Leisure,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL SERVICES,70000,general
Parks & Recreation,Recreation & Leisure,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",5500,general
Parks & Recreation,Recreation & Leisure,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,1400,general
Parks & Recreation,Recreation & Leisure,Vehicle Expense,"Vehicle Expense, Gas, Fuel",VEHICLE OPERATING EXPENSE,500,general
Planning,Economic Development,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,1250,general
Planning,Economic Development,General Office,General Office,COMMUNICATIONS EXPENSE,410,general
Planning,Economic Development,General Office,General Office,OFFICE SUPPLIES & POSTAGE,1675,general
Planning,Economic Development,General Office,General Office,"PUBLICATIONS, DUES",2095,general
Planning,Economic Development,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,915,general
Planning,Economic Development,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,25410,general
Planning,Economic Development,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,9735,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,DENTAL INS,3336,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,DISABILITY INS,1200,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,EDC Holiday Premium,209,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,FICA,26342,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,HEALTH INS,64081,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,LIFE INS,1733,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,LONGEVITY,2610,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,PER DIEMS - ECON DEV COMM,1080,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - EDC,341520,general
Planning,Economic Development,Salary & Benefits,Salary & Benefits,WRS,24792,general
Planning,Economic Development,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",1440,general
Planning,Economic Development,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,3175,general
Planning,Economic Development,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,840,general
Planning,Zoning & Planning,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,500,general
Planning,Zoning & Planning,General Office,General Office,OFFICE SUPPLIES & POSTAGE,1600,general
Planning,Zoning & Planning,General Office,General Office,PUBLIC INFORMATION & EDUCATION,1000,general
Planning,Zoning & Planning,General Office,General Office,"PUBLICATIONS, DUES",3600,general
Planning,Zoning & Planning,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,1220,general
Planning,Zoning & Planning,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,32255,general
Planning,Zoning & Planning,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,2920,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,DENTAL INS,3336,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,DISABILITY INS,1129,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,FICA,25337,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,HEALTH INS,64081,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,LIFE INS,752,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,OVERTIME,7270,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,PER DIEMS - COMMISSIONS & BDS,4090,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,12698,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - PLANNING,311240,general
Planning,Zoning & Planning,Salary & Benefits,Salary & Benefits,WRS,22933,general
Planning,Zoning & Planning,Software and Contracted Services,Software and Contracted Services,PROFESSIONAL SERVICES,5000,general
Planning,Zoning & Planning,Software and Contracted Services,Software and Contracted Services,PUBLIC NOTICES/ADS,6000,general
Planning,Zoning & Planning,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,8400,general
Planning,Zoning & Planning,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,700,general
Police,Police,Building Expenses,Building Expenses,LEVY-POLICE EVIDENCE FACILITY,6012,capital
Police,Police,Building Expenses,Building Expenses,LEVY-POLICE FACILITY,200000,capital
Police,Police,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-DISPATCH CONSOLES,50393,capital
Police,Police,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-ELECTRONIC CONTROL DEVICE,16345,capital
Police,Police,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-PD EQUIPMENT,17437,capital
Police,Police,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-POLICE BODY CAMERAS,30030,capital
Police,Police,Vehicle Expense,Vehicle Expense,LEVY-PD FLEET VEHICLES,21630,capital
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,BLDG CUSTODIAL SUPPLIES,8000,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT EXPENSE,15000,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,EQUIPMENT EXPENSE,13500,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,INVESTIGATIVE SUPPLIES,22700,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,K-9 UNIT,1800,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,29750,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIR & MAINT SUPPLIES,500,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIR & MAINT SUPPLIES,2500,general
Police,Police Department,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIR & MAINT SUPPLIES,1000,general
Police,Police Department,Equipment Replacement Reserve,Other Expenses,EQUIPMENT REPLACEMENT RESERVE,31588,general
Police,Police Department,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,133000,general
Police,Police Department,General Office,General Office,COMMUNICATIONS EXPENSE,3000,general
Police,Police Department,General Office,General Office,OFFICE SUPPLIES & POSTAGE,13000,general
Police,Police Department,General Office,General Office,PUBLIC INFORMATION & EDUCATION,12500,general
Police,Police Department,General Office,General Office,"PUBLICATIONS, DUES",2500,general
Police,Police Department,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,29550,general
Police,Police Department,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,3880,general
Police,Police Department,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,454030,general
Police,Police Department,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,33657,general
Police,Police Department,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,201385,general
Police,Police Department,MPSIS,MPSIS,MPSIS ALLOCATION,184795,general
Police,Police Department,Salary & Benefits,Salary & Benefits,DENTAL INS,1412,general
Police,Police Department,Salary & Benefits,Salary & Benefits,DENTAL INS,73648,general
Police,Police Department,Salary & Benefits,Salary & Benefits,DISABILITY INS,329,general
Police,Police Department,Salary & Benefits,Salary & Benefits,DISABILITY INS,25325,general
Police,Police Department,Salary & Benefits,Salary & Benefits,FICA,4056,general
Police,Police Department,Salary & Benefits,Salary & Benefits,FICA,502227,general
Police,Police Department,Salary & Benefits,Salary & Benefits,FTO DIFFERENTIAL,2000,general
Police,Police Department,Salary & Benefits,Salary & Benefits,HEALTH INS,26624,general
Police,Police Department,Salary & Benefits,Salary & Benefits,HEALTH INS,1355609,general
Police,Police Department,Salary & Benefits,Salary & Benefits,HOLIDAY PREMIUM,34988,general
Police,Police Department,Salary & Benefits,Salary & Benefits,LIFE INS,76,general
Police,Police Department,Salary & Benefits,Salary & Benefits,LIFE INS,8866,general
Police,Police Department,Salary & Benefits,Salary & Benefits,LONGEVITY,11385,general
Police,Police Department,Salary & Benefits,Salary & Benefits,ON CALL PAY,6070,general
Police,Police Department,Salary & Benefits,Salary & Benefits,OVERTIME,3566,general
Police,Police Department,Salary & Benefits,Salary & Benefits,OVERTIME,462687,general
Police,Police Department,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,9924,general
Police,Police Department,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - POLICE,5997501,general
Police,Police Department,Salary & Benefits,Salary & Benefits,SALARIES & WAGES-PD FACILITY,49454,general
Police,Police Department,Salary & Benefits,Salary & Benefits,TAXABLE CLOTH ALLOW/STIPEND,40500,general
Police,Police Department,Salary & Benefits,Salary & Benefits,WRS,3817,general
Police,Police Department,Salary & Benefits,Salary & Benefits,WRS,910030,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL SERVICES,750,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,OTHER CONTRACTUAL/CROSS GUARDS,5000,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,PROFESSIONAL SERVICES,40800,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,REPAIRS & MAINT - BY OTHERS,7000,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,REPAIRS & MAINT - BY OTHERS,39200,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,REPAIRS & MAINT - BY OTHERS,4300,general
Police,Police Department,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",30050,general
Police,Police Department,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,58500,general
Police,Police Department,"Training,Travel, Tuition","Training,Travel, Tuition",TUITION REIMBURSEMENT,1360,general
Police,Police Department,"Training,Travel, Tuition","Training,Travel, Tuition",YMCA MEMBERSHIP,8475,general
Police,Police Department,Uniforms & Protective Gear,Uniforms & Protective Gear,PROTECTIVE GEAR,26925,general
Police,Police Department,Uniforms & Protective Gear,Uniforms & Protective Gear,UNIFORMS & PROTECTIVE GEAR,400,general
Police,Police Department,Uniforms & Protective Gear,Uniforms & Protective Gear,UNIFORMS & PROTECTIVE GEAR,900,general
Police,Police Department,Utilities,Utilities,UTILITIES,3200,general
Police,Police Department,Utilities,Utilities,UTILITIES,105000,general
Police,Police Department,Vehicle Expense,"Vehicle Expense, Gas, Fuel","VEHICLE EXPENSE (G&O, REPAIRS)",55000,general
Public Works,Public Works,Equipment Materials & Supplies,Equipment Materials & Supplies,OPERATING MATERIALS & SUPPLIES,1500,general
Public Works,Public Works,Equipment Materials & Supplies,Equipment Materials & Supplies,REPAIR & MAINT SUPPLIES,42200,general
Public Works,Public Works,Equipment Replacement Funds,Equipment Replacement Funds,LEVY-HIGHWAY EQUIPMENT,303312,capital
Public Works,Public Works,Gasoline and Fuel,"Vehicle Expense, Gas, Fuel",GASOLINE/DIESEL FUEL,71300,general
Public Works,Public Works,General Office,General Office,COMMUNICATIONS EXPENSE,1500,general
Public Works,Public Works,General Office,General Office,OFFICE SUPPLIES & POSTAGE,2100,general
Public Works,Public Works,General Office,General Office,"PUBLICATIONS, DUES",10510,general
Public Works,Public Works,IT Expenses,IT Expenses,IT CAPITAL ISF ALLOCATION,5190,general
Public Works,Public Works,IT Expenses,IT Expenses,IT OPERATING ISF ALLOCATION,149875,general
Public Works,Public Works,Insurance Expenses,Insurance Expenses,INSURANCE ISF ALLOCATION,78964,general
Public Works,Public Works,Road/Path Maintenance,Road/Path Maintenance,LEVY-MAINTENANCE OF ARTERIALS,72905,capital
Public Works,Public Works,Road/Path Maintenance,Road/Path Maintenance,LEVY-SIDEWALK & PATH IMPROV,34735,capital
Public Works,Public Works,Road/Path Maintenance,Road/Path Maintenance,LEVY-STREET RESURFACE PRGM,193831,capital
Public Works,Public Works,Road/Path Maintenance,Road/Path Maintenance,ROAD MAINTENANCE,403650,general
Public Works,Public Works,Road/Path Maintenance,Road/Path Maintenance,ROADWAY SUPPLIES,179630,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,DENTAL INS,14582,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,DISABILITY INS,5352,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,FICA,89356,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,HEALTH INS,268479,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,LIFE INS,3064,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,LONGEVITY,4195,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,OVERTIME,56766,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,PER DIEMS - BD OF PUBLIC WKS,3050,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,PT/LTE/SEASONAL WAGES,13468,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,PW Holiday Premium,5838,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,PW ON CALL PAY,10661,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,SALARIES & WAGES - PUBLIC WKS,1077117,general
Public Works,Public Works,Salary & Benefits,Salary & Benefits,WRS,83049,general
Public Works,Public Works,Software and Contracted Services,Software and Contracted Services,PROFESSIONAL SERVICES,10880,general
Public Works,Public Works,Software and Contracted Services,Software and Contracted Services,PUBLIC NOTICES/ADS,1100,general
Public Works,Public Works,Software and Contracted Services,Software and Contracted Services,"SOFTWARE, SUBSCRIPTIONS, MAINT",32350,general
Public Works,Public Works,Street Light/Traffic Signal Service,Street Light/Traffic Signal Service,POLES & LIGHTS REPLACE STOCK,22500,general
Public Works,Public Works,Street Light/Traffic Signal Service,Street Light/Traffic Signal Service,STREET LIGHT MAINTENANCE,30000,general
Public Works,Public Works,Street Light/Traffic Signal Service,Street Light/Traffic Signal Service,STREET LIGHT SERVICE - MG&E,260000,general
Public Works,Public Works,Street Light/Traffic Signal Service,Street Light/Traffic Signal Service,TRAFFIC SIGNAL MAINTENANCE,29000,general
Public Works,Public Works,"Training,Travel, Tuition","Training,Travel, Tuition",TRAINING & TRAVEL,17710,general
Public Works,Public Works,"Training,Travel, Tuition","Training,Travel, Tuition",VEHICLE USE REIMBURSEMENT,500,general
Public Works,Public Works,Uniforms & Protective Gear,Uniforms & Protective Gear,UNIFORMS & PROTECTIVE GEAR,19570,general
Public Works,Public Works,Utilities,Utilities,UTILITIES,250,general
Public Works,Public Works,Vehicle Expense,"Vehicle Expense, Gas, Fuel","VEHICLE EXPENSE (G&O, REPAIRS)",54500,general
Transit,Transit,Metro Transit Services,Metro Transit Services,METRO TRANSIT SERVICES,2456497,transit
